laptop_id,product_name,price,link,Loại card đồ họa,Dung lượng RAM,Loại RAM,Số khe ram,Ổ cứng,Kích thước màn hình,Công nghệ màn hình,Pin,Hệ điều hành,Độ phân giải màn hình,Loại CPU,Cổng giao tiếp,Tần số quét,Chất liệu tấm nền,Công nghệ âm thanh,Tính năng đặc biệt,Loại đèn bàn phím,Bảo mật,Webcam,Kích thước,Trọng lượng,Wi-Fi,Bluetooth,Khe đọc thẻ nhớ,Chất liệu,Chất liệu vỏ trên,Chất liệu vỏ dưới,Chất liệu vỏ màn hình,Loại màn hình,Hãng sản xuất,Nguồn,Chip AI
laptop-lenovo-ideapad-slim-3-14irh10-83k00008vn,Lenovo Ideapad Slim 3 14irh10 83k00008vn,14.990.000đ,https://cellphones.com.vn/laptop-lenovo-ideapad-slim-3-14irh10-83k00008vn.html,Intel UHD Graphics,16GB,DDR5-4800,"2 khe (8GB Onboard + 8GB DDR5-4800, nâng cấp tối đa 24GB (8GB Onboard + 16GB SO-DIMM))","512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Tối đa hai ổ đĩa, nâng cấp lên đến 1TB)",14 inches,Độ sáng 300nitsMàn hình chống chóiĐộ phủ màu 45% NTSC,60Wh (Đầu tròn 65W (3 chân),"Windows 11 Home Single Language, English",1920 x 1200 pixels (WUXGA),"Intel Core i5-13420H, 8 lõi (4P + 4E) / 12 luồng, P-core 2.1 / 4.6GHz, E-core 1.5 / 3.4GHz, 12MB","2x USB-A (USB 5Gbps / USB 3.2 Gen 1)1x USB-C (USB 5Gbps / USB 3.2 Gen 1), với USB PD 3.0 và DisplayPort 1.21x HDMI 1.41x giắc cắm kết hợp tai nghe / micrô (3,5 mm)1x đầu đọc thẻ SD1x đầu nối nguồn",,Tấm nền IPS,"High Definition (HD) AudioLoa stereo, 2W x2Dolby Audio",Wi-Fi 6,Không có đèn nền,Firmware TPM 2.0 Enabled,HD 720p với màn trập camera,314.4 x 222.1 x 16.9-17.9 mm (Dài x Rộng x Dày),1.43 kg,"Wi-Fi 6, 802.11ax 2x2",Bluetooth 5.2,Có,,Nhôm,Nhựa,Nhôm,,,,
laptop-lenovo-ideapad-slim-3-15abr8-82xm00mdvn,Lenovo Ideapad Slim 3 15abr8 82xm00mdvn,12.490.000đ,https://cellphones.com.vn/laptop-lenovo-ideapad-slim-3-15abr8-82xm00mdvn.html,AMD Radeon Graphics,16GB,DDR4-3200,Onboard (Không nâng cấp),"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Một ổ đĩa, tối đa 1TB M.2 2242 SSD)",15.6 inches,Độ sáng 300nitsMàn hình chống chói,47Wh (Đầu tròn 65W (3 chân)),"Windows 11 Home Single Language, English",1920 x 1080 pixels (FullHD),"AMD Ryzen 5 5625U (6 lõi / 12 luồng, 2.3 / 4.3GHz, 3MB L2 / 16MB L3)","2x USB 3.2 Gen 11x USB-C 3.2 Gen 1 (hỗ trợ truyền dữ liệu, Power Delivery và DisplayPort 1.2)1x HDMI 1.41x giắc cắm kết hợp tai nghe/micrô (3.5mm)1x đầu đọc thẻ1x đầu nối nguồn",,Tấm nền IPS,"High Definition (HD) AudioLoa âm thanh nổi hướng về phía người dùng, 1,5W x2Dolby Audio","Wi-Fi 6, Bảo mật vân tay",Không có đèn nền,Firmware TPM 2.0 Enabled,HD 720p với màn trập camera,359.3 x 235 x 17.9 mm (Dài x Rộng x Dày),1.62 kg,"Wi-Fi 6, 802.11ax 2x2",Bluetooth 5.2,Có,Vỏ nhựa,Nhựa,Nhựa,,,,,
macbook-pro-14-inch-m4-16gb-512gb,Macbook Pro 14 Inch M4 16gb 512gb,37.690.000đ,https://cellphones.com.vn/macbook-pro-14-inch-m4-16gb-512gb.html,10 lõiNeural Engine 16 lõi,16GB,,,512GB,14.2 inches,"Màn hình Liquid Retina XDRXDR (Extreme Dynamic Range)Độ sáng XDR: 1.000 nit ở chế độ toàn màn hình, độ sáng đỉnh 1.600 nit (chỉ nội dung HDR)1 tỷ màuDải màu rộng (P3)Công nghệ True ToneHỗ trợ tối đa hai màn hình ngoài",Pin Li-Po 72.4 watt-giờThời gian xem video trực tuyến lên đến 24 giờThời gian duyệt web trên mạng không dây lên đến 16 giờ,macOS,3024 x 1964 pixels,Apple M4 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện,"Khe thẻ nhớ SDXCCổng HDMIJack cắm tai nghe 3.5 mmCổng MagSafe 3Ba cổng Thunderbolt 4 (USB‑C) hỗ trợ: Sạc, DisplayPort, Thunderbolt 4 (lên đến 40Gb/s), USB 4 (lên đến 40Gb/s)",120Hz,,Hệ thống âm thanh sáu loa có độ trung thực cao với loa trầm khử lựcÂm thanh stereo rộngÂm Thanh Không Gian với khả năng theo dõi chuyển động đầu chủ động khi sử dụng AirPods (thế hệ thứ 3  trở lên),Bảo mật vân tay,Bàn phím Magic Keyboard có đèn nền,Touch ID,Camera 12MP Center Stage có hỗ trợ chế độ Desk ViewQuay video HD 1080pBộ xử lý tín hiệu hình ảnh tiên tiến với video điện toán,Dài: 22.12 cm x Cao: 1.55 cm x Rộng: 31.26 cm,1.55 kg,Wi‑Fi 6E (802.11ax),Bluetooth 5.3,Có,,,,,,,,
laptop-asus-vivobook-go-15-e1504ga-bq1141w,Asus Vivobook Go 15 E1504ga Bq1141w,9.290.000đ,https://cellphones.com.vn/laptop-asus-vivobook-go-15-e1504ga-bq1141w.html,Intel UHD Graphics,8GB,DDR4 Onboard,,256G UFS 2.1,15.6 inches,Độ sáng 250nitsĐộ phủ màu 45% NTSCMàn hình chống chói,"42WHrs, 3S1P, 3-cell Li-ion",Windows 11 Home,1920 x 1080 pixels (FullHD),"Intel Core i3-N305 1.8 GHz (6MB Cache, up to 3.8 GHz, 8 lõi, 8 luồng)",1x USB 2.0 Type-A (480Mbps)1x USB 3.2 Gen 1 Type-A (5Gbps)1x USB 3.2 Gen 1 Type-C (5Gbps)1x HDMI 1.41x Giắc cắm âm thanh kết hợp 3.5mm1x DC-in,60Hz,Tấm nền IPS,Loa tích hợpMicrô mảng tích hợp,Wi-Fi 6,Bàn phím Chiclet,McAfeeMô-đun nền tảng đáng tin cậy (Phần mềm TPM),720p HD với màn trập camera,36.03 x 23.25 x 1.79 ~ 1.79 cm (Dài x Rộng x Dày),1.63 kg,Wi-Fi 6E(802.11ax) (Dual band) 1*1,Bluetooth 5.3,,Vỏ nhựa,Nhựa,Nhựa,Nhựa,,,,
mac-mini-m4-2024-16gb-256gb,Mac Mini M4 2024 16gb 256gb,13.990.000đ,https://cellphones.com.vn/mac-mini-m4-2024-16gb-256gb.html,GPU 10 lõi,16GB,,,256GB,,Hỗ trợ đồng thời đến ba màn hìnhĐầu ra video kỹ thuật số Thunderbolt 4,,macOS,,Apple M4 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điệnNeural Engine 16 lõi,"Mặt trước:Hai cổng USB‑C hỗ trợ cho USB 3 (lên đến 10Gb/s)Jack cắm tai nghe 3,5 mmMặt sau (M4):Cổng Gigabit Ethernet (có thể lựa chọn cấu hình Ethernet 10Gb)Cổng HDMIThunderbolt 4 (lên đến 40Gb/s)USB 4 (lên đến 40Gb/s)",60Hz,,"Loa tích hợpCác định dạng được hỗ trợ bao gồm AAC, MP3, Apple Lossless, FLAC, Dolby Digital, Dolby Digital Plus và Dolby AtmosCổng HDMI hỗ trợ đầu ra âm thanh đa kênh",,,,,Cao: 5.0 cm x Rộng: 12.7 cm x Dài: 12.7 cm,0.67 kg,Wi‑Fi 6E (802.11ax),Bluetooth 5.3,,,,,,,,155W,
laptop-asus-vivobook-16x-k3605vc-rp431w,Asus Vivobook 16x K3605vc Rp431w,17.990.000đ,https://cellphones.com.vn/laptop-asus-vivobook-16x-k3605vc-rp431w.html,NVIDIA Geforce RTX 3050 4GB GDDR6Intel UHD Graphics,16GB,DDR4 SO-DIMM,2 khe (8GB DDR4 on board + 8GB DDR4 SO-DIMM),512GB M.2 NVMe PCIe 4.0 SSD,16 inches,Độ sáng 300nitsĐộ phủ màu 45% NTSCMàn hình chống chóiTÜV Rheinland-certified,"50WHrs, 3S1P, 3-cell Li-ion",Windows 11 Home,1920 x 1200 pixels (WUXGA),"Intel Core i5-13420H 2.1 GHz (12MB Cache, up to 4.6 GHz, 8 lõi, 12 luồng)","1x USB 3.2 Gen 1 Type-C hỗ trợ cấp nguồn (5Gbps)2x USB 3.2 Gen 1 Type-A (5Gbps)1x HDMI 2.1 TMDS1x Giắc cắm âm thanh kết hợp 3,5mm1x DC-inĐầu đọc thẻ SD 4.0",144 Hz,Tấm nền IPS,SonicMasterLoa tích hợpMicrô mảng tích hợp,Wi-Fi 6,Bàn phím Chiclet có đèn nền với phím số,McAfeeBIOS Booting User Password ProtectionMô-đun nền tảng đáng tin cậy (Phần mềm TPM),HD 720p có màn trập camera,35.86 x 24.91 x 1.89 ~ 1.89 cm (Dài x Rộng x Dày),1.80 kg,Wi-Fi 6E(802.11ax) (Dual band) 2*2,Bluetooth 5.3,Có,Vỏ nhựa,Nhựa,Nhựa,Nhôm,,,,
laptop-gaming-acer-nitro-v-anv15-51-57b2,Gaming Acer Nitro V Anv15 51 57b2,23.290.000đ,https://cellphones.com.vn/laptop-gaming-acer-nitro-v-anv15-51-57b2.html,NVIDIA GeForce RTX 4050 6GB GDDR6 VRAM,16GB,DDR5 5200Mhz,"2 khe (Máy nguyên bản 2x 8GB, nâng cấp tối đa 32GB)","512GB PCIe NVMe SED SSD (nâng cấp tối đa 2 TB Gen4, 16 Gb/s, NVMe)",15.6 inches,45% NTSCAcer ComfyView250 nits,"4 Cell, 57 Whr",Windows 11 64 Bit,1920 x 1080 pixels (FullHD),"Intel Core i5-13420H (8 nhân/12 luồng, Turbo Boost 4.6 GHz, 12 MB)",1x USB Type-C3x USB 3.2 Gen 11x HDMI 2.11x Ethernet (RJ-45)1x 3.5 mm headphone/speaker jack1x DC-in jack,144 Hz,Tấm nền IPS,Spatial AudioAcer Purified VoiceAcer TrueHarmonyDTS:X ULTRA,Wi-Fi 6,Đơn sắc,,HD webcam,362.3 x 239.89 x 22.9 mm (W x D x H),2.1 kg,Wi-Fi 802.11 a/b/g/n/ac,Bluetooth v5.1,,Vỏ nhựa,,,,,,,
laptop-dell-inspiron-15-3530-j9xfd,Dell Inspiron 15 3530 J9xfd,14.990.000đ,https://cellphones.com.vn/laptop-dell-inspiron-15-3530-j9xfd.html,Intel Iris Xe Graphics,16GB,DDR4 3200 MHz,"2 khe (2 x 8GB, tối đa 16GB)","512GB SSD , nâng tối đa 1TB",15.6 inches,Độ phủ màu 45% NTSC,"3 cell, 41Wh",Windows 11,1920 x 1080 pixels (FullHD),Intel Core i5-1334U,Khe cắm thẻ SDCổng USB 2.0Cổng âm thanh đa năngCổng HDMI 1.4Cổng USB 3.2 gen 1USB loại C,60 Hz,Tấm nền IPS,Realtek ALC3204 hoặc Realtek ALC3254,Màn hình cảm ứng,,,0.92 megapixel / 1280 x 720 (HD) at 30 fps,358.50 x 235.56 x 18.99 mm (Dài x Rộng x Dày),1.62 kg,Realtek RTL8821CE hoặc Realtek RTL8852BE,Bluetooth 5.0 hoặc 5.3,,Vỏ nhựa,Nhựa,Nhựa,Nhựa,,,,
laptop-hp-245-g10-b8pf8at,Hp 245 G10 B8pf8at,11.490.000đ,https://cellphones.com.vn/laptop-hp-245-g10-b8pf8at.html,AMD Radeon Graphics,16GB,DDR4-3200 MT/s (1 x 16 GB),,256 GB PCIe NVMeTM SSD,14 inches,Độ phủ màu 45% NTSCĐộ sáng 250 nitsMàn hình chống chói,"HP Long Life 3-cell, 41 Wh Li-ion",Windows 11 Home,1920 x 1080 pixels (FullHD),"AMD Ryzen 5 7530U (up to 4.5 GHz max boost clock,16 MB L3 cache, 6 lõi,12 luồng)",1x USB Type-C 5 Gbps2x USB Type-A 5 Gbps1x bộ nguồn AC1x HDMI 1.4b1x giắc cắm kết hợp tai nghe/micrô âm thanh nổi,,Tấm nền IPS,"Loa âm thanh nổi, micrô kỹ thuật số tích hợp",Wi-Fi 6,,McAfee Security (dùng thử miễn phí 30 ngày),720p HD camera,32.4 x 21.5 x 1.79 cm (Dài x Rộng x Dày),1.36 kg,Realtek Wi-Fi 6 (2x2),Bluetooth 5.3,,,,,,,,,
laptop-msi-katana-15-b13udxk-2270vn-16gb,Msi Katana 15 B13udxk 2270vn 16gb,19.990.000đ,https://cellphones.com.vn/laptop-msi-katana-15-b13udxk-2270vn-16gb.html,NVIDIA GeForce RTX 3050 6GBIntel Iris Xe Graphics,16GB,DDR5-5200,"2 khe (2x 8GB, nâng cấp tối đa 64GB)",1TB SSD,15.6 inches,Màn hình chống chói,3-Cell,Windows 11 Home,1920 x 1080 pixels (FullHD),"Intel Core i5-13500H (2.6GHz,12 lõi (4 P-cores + 8 E-cores), Max Turbo Frequency 4.7 GHz)",2 x Type-A USB3.2 Gen11 x Type-A USB2.01x HDMI 2.1 (8K @ 60Hz / 4K @ 120Hz),144Hz,Tấm nền IPS,Nahimic 3 Audio EnhancerHi-Res Audio Ready,Wi-Fi 6,Bàn phím chơi game RGB 4 vùng,Firmware Trusted Platform Module(fTPM) 2.0,HD type (30fps@720p),359 x 259 x 24.9 mm (Dài x Rộng x Cao),2.25 kg,Intel Wi-Fi 6E AX211,Bluetooth v5.3,,Vỏ nhựa,Nhựa,Nhựa,Nhựa,,,,
laptop-dell-inspiron-14-5440-d0f3w,Dell Inspiron 14 5440 D0f3w,16.990.000đ,https://cellphones.com.vn/laptop-dell-inspiron-14-5440-d0f3w.html,Intel UMA Graphics,24GB,DDR5 ( 4400 MT/s ),"2 khe (8GB+16GB, tối đa 32GB)",1 khe tối đa 1TB,14 inches,Độ phủ màu 45% NTSC,3 cell 41 Wh,Windows 11 Home,1920 x 1080 pixels (FullHD),"Intel Core i5-1334U thế hệ thứ 13 / 10 nhân 12 luồng / up to 4.6 GHz, 12MB",Khe cắm thẻ SD / Tai nghe / USB 3.2 Gen 1 / Cổng HDMI 1.4 / USB 3.2 Gen 1 / USB 3.2 Gen 2 (10 Gbps) Type-C với Power Delivery và DisplayPort,60 Hz,Tấm nền IPS,Realtek ALC3254,,AI hotkey backlit keyboard,,FHD RGB ( 1920 x 1080 (FHD) at 30 fps ),16.90 x 18.07 x 19.90 mm,1.690 kg,Realtek RTL8852BE / Realtek RTL8851BE,Bluetooth 5.3,,Vỏ nhựa,Nhựa,Nhựa,Nhựa,,,,
apple-macbook-air-13-m4-10cpu-10gpu-16gb-512gb-2025,Macbook Air 13 M4 10cpu 10gpu 16gb 512gb 2025,30.890.000đ,https://cellphones.com.vn/apple-macbook-air-13-m4-10cpu-10gpu-16gb-512gb-2025.html,GPU 10 lõiNeural Engine 16 lõiCông nghệ dò tia tốc độ cao bằng phần cứngBăng thông bộ nhớ 120GB/s,16GB,,,512GB,13.6 inches,Màn hình Liquid RetinaCó đèn nền LEDMật độ 224 pixel mỗi inchĐộ sáng 500 nitHỗ trợ một tỷ màuDải màu rộng (P3)Công nghệ True Tone,Thời gian xem video trực tuyến lên đến 18 giờThời gian duyệt web trên mạng không dây lên đến 15 giờPin Li-Po 53.8 watt‑giờ tích hợp,macOS,2560 x 1664 pixels,CPU 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện,Cổng sạc MagSafe 3Jack cắm tai nghe 3.5 mmHai cổng Thunderbolt 4 (USB-C) hỗ trợ: Sạc  / DisplayPort / Thunderbolt 4 (lên đến 40Gb/s) / USB 4 (lên đến 40Gb/s),,Tấm nền IPS,"Hệ thống âm thanh bốn loaHỗ trợ Âm Thanh Không Gian khi phát nhạc hoặc video với Dolby Atmos trên loa tích hợpÂm Thanh Không Gian với khả năng theo dõi chuyển động đầu chủ động khi sử dụng AirPods, AirPods Pro, và AirPods Max","Wi-Fi 6, Bảo mật vân tay","Bàn phím Magic Keyboard có đèn nềnBàn di chuột Force Touch để điều khiển con trỏ chính xác và cảm ứng lực; hỗ trợ Bấm Mạnh, bộ tăng tốc, vẽ cảm ứng lực, và các thao tác Multi‑Touch",Touch ID,Camera 12MP Center Stage có hỗ trợ chế độ Desk ViewQuay video HD 1080pBộ xử lý tín hiệu hình ảnh tiên tiến với video điện toán,Cao: 1.13 cm x  Rộng: 30.41 cm x Dài: 21.5 cm,1.24 kg,Wi-Fi 6E (802.11ax),Bluetooth 5.3,Không,Vỏ kim loại,Nhôm,Nhôm,,,,,
apple-macbook-air-13-m4-10cpu-8gpu-16gb-256gb-2025-sac-70w,Macbook Air 13 M4 10cpu 8gpu 16gb 256gb 2025 Sac 70w,25.790.000đ,https://cellphones.com.vn/apple-macbook-air-13-m4-10cpu-8gpu-16gb-256gb-2025-sac-70w.html,GPU 8 lõiNeural Engine 16 lõiCông nghệ dò tia tốc độ cao bằng phần cứngBăng thông bộ nhớ 120GB/s,16GB,,,256GB,13.6 inches,Màn hình Liquid RetinaCó đèn nền LEDMật độ 224 pixel mỗi inchĐộ sáng 500 nitHỗ trợ một tỷ màuDải màu rộng (P3)Công nghệ True Tone,Thời gian xem video trực tuyến lên đến 18 giờThời gian duyệt web trên mạng không dây lên đến 15 giờPin Li-Po 53.8 watt‑giờ tích hợp,macOS,2560 x 1664 pixels,CPU 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện,Cổng sạc MagSafe 3Jack cắm tai nghe 3.5 mmHai cổng Thunderbolt 4 (USB-C) hỗ trợ: Sạc  / DisplayPort / Thunderbolt 4 (lên đến 40Gb/s) / USB 4 (lên đến 40Gb/s),,Tấm nền IPS,"Hệ thống âm thanh bốn loaHỗ trợ Âm Thanh Không Gian khi phát nhạc hoặc video với Dolby Atmos trên loa tích hợpÂm Thanh Không Gian với khả năng theo dõi chuyển động đầu chủ động khi sử dụng AirPods, AirPods Pro, và AirPods Max","Wi-Fi 6, Bảo mật vân tay","Bàn phím Magic Keyboard có đèn nềnBàn di chuột Force Touch để điều khiển con trỏ chính xác và cảm ứng lực; hỗ trợ Bấm Mạnh, bộ tăng tốc, vẽ cảm ứng lực, và các thao tác Multi‑Touch",Touch ID,Camera 12MP Center Stage có hỗ trợ chế độ Desk ViewQuay video HD 1080pBộ xử lý tín hiệu hình ảnh tiên tiến với video điện toán,Cao: 1.13 cm x  Rộng: 30.41 cm x Dài: 21.5 cm,1.24 kg,Wi-Fi 6E (802.11ax),Bluetooth 5.3,Không,Vỏ kim loại,Nhôm,Nhôm,,,,,
laptop-lenovo-loq-15arp9-83jc00hyvn,Lenovo Loq 15arp9 83jc00hyvn,21.990.000đ,https://cellphones.com.vn/laptop-lenovo-loq-15arp9-83jc00hyvn.html,"NVIDIA GeForce RTX 3050 6GB GDDR6, Boost Clock 1732MHz, TGP 95W",24GB,SO-DIMM DDR5-4800,"2 khe (2x 12GB, nâng cấp tối đa 32GB DDR5-4800)","512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Tối đa hai ổ đĩa, 2x M.2 SSD • M.2 2242 SSD tối đa 1TB mỗi ổ)",15.6 inches,Độ sáng 300nitsMàn hình chống chóiĐộ phủ màu 100% sRGBG-SYNC,60Wh (Đầu mỏng 170W (3 chân)),"Windows 11 Home Single Language, English",1920 x 1080 pixels (FullHD),"AMD Ryzen 5 7235HS (4 lõi / 8 luồng, 3.2 / 4.2GHz, 2MB L2 / 8MB L3)","3x USB-A (USB 5Gbps / USB 3.2 Gen 1)1x USB-C (USB 10Gbps / USB 3.2 Gen 2), với Lenovo PD 140W và DisplayPort 1.41x HDMI 2.1, lên đến 8K/60Hz1x giắc cắm kết hợp tai nghe / micrô (3.5mm)1x Ethernet (RJ-45)1x đầu nối nguồn",144Hz,Tấm nền IPS,"Âm thanh độ nét cao (HD)Bộ giải mã Realtek ALC3287Loa stereo, 2W x2Nahimic Audio",Wi-Fi 6,Đèn nền trắng,Firmware TPM 2.0 Enabled,HD 720p với màn trập E-shutter,359.86 x 258.7 x 21.9-23.9 mm (Dài x Rộng x Dày),2.38 kg,"Wi-Fi 6, 802.11ax 2x2",Bluetooth 5.2,,Vỏ nhựa,Nhựa,Nhựa,,,,,
laptop-hp-14-ep0112tu-8c5l1pa,Hp 14 Ep0112tu 8c5l1pa,15.290.000đ,https://cellphones.com.vn/laptop-hp-14-ep0112tu-8c5l1pa.html,Intel Iris Xe Graphics,16GB,DDR4 3200MHz,2 khe (8GB + 8GB),512 GB PCIe NVMe M.2 SSD,14 inches,Màn hình chống chóiĐộ sáng 250 nitsĐộ phủ màu 45% NTSC,"3-cell, 41 Wh Li-ion",Windows 11 Home SL,1920 x 1080 pixels (FullHD),"Intel Core i5 - 1335U (4.60 GHz, 10 lõi / 12 luồng, 12MB)",1x USB Type-C (Chỉ hỗ trợ truyền dữ liệu)2x USB Type-A1 AC smart pin1x HDMI 1.4b1x Headphone/microphone combo,,,2 loa,Wi-Fi 6,,,HP True Vision 720p HD,32.4 x 22.5 x 1.79 cm (Dài x Rộng x Cao),1.46 kg,Realtek Wi-Fi 6 (2x2),Bluetooth 5.3,,,,,,,,,
laptop-dell-inspiron-15-3520-i3520-7896blk-pus,Dell Inspiron 15 3520 I3520 7896blk Pus,18.490.000đ,https://cellphones.com.vn/laptop-dell-inspiron-15-3520-i3520-7896blk-pus.html,Intel Iris Xe Graphics,16GB,DDR4,"2 khe (2 x 8GB, tối đa 16GB)",1TB SSD (Thay thế ổ cứng nguyên bản (hỗ trợ nâng cấp tối đa 1TB) - 1 Slot lắp HDD),15.6 inches,Đèn nền LEDMàn hình chống chóiĐộ sáng 250 cd/m²Mật độ điểm ảnh: 141 ppiKhông gian màu RGB : NTSCNarrow Border,"3 Cell, 41 Wh",Windows 11 Home,1920 x 1080 pixels (FullHD),"Intel Core i7-1255U / Thế hệ 12 / 8 nhân 12 luồng / Up to 4,70Ghz / 12MB Intel Smart Cache",1 x HDMI 1.42 x USB-A 3.21 x USB-A 2.01x Jack 3.5mm,60Hz,Tấm nền IPS,"Stereo speakers, 2 W x 2 = 4 W total",Màn hình cảm ứng,,,Camera HD 720p ở tốc độ 30 fps Micrô tích hợp đơn,16.96 x 358.50 x 235.56 mm,1.66 kg,Wi-Fi 5 (802.11ac),Bluetooth 4.2,Có,Vỏ nhựa,Nhựa,Nhựa,Nhựa,,,,
macbook-pro-14-inch-m4-pro-24gb-512gb,Macbook Pro 14 Inch M4 Pro 24gb 512gb,47.590.000đ,https://cellphones.com.vn/macbook-pro-14-inch-m4-pro-24gb-512gb.html,16 lõiNeural Engine 16 lõi,24GB,,,512GB,14.2 inches,"Màn hình Liquid Retina XDRXDR (Extreme Dynamic Range)Độ sáng XDR: 1.000 nit ở chế độ toàn màn hình, độ sáng đỉnh 1.600 nit (chỉ nội dung HDR)1 tỷ màuDải màu rộng (P3)Công nghệ True ToneHỗ trợ tối đa hai màn hình ngoài",Pin Li-Po 72.4 watt-giờThời gian xem video trực tuyến lên đến 22 giờThời gian duyệt web trên mạng không dây lên đến 14 giờ,macOS,3024 x 1964 pixels,Apple M4 Pro 12 lõi với 8 lõi hiệu năng và 4 lõi tiết kiệm điện,"Khe thẻ nhớ SDXCCổng HDMIJack cắm tai nghe 3.5 mmCổng MagSafe 3Ba cổng Thunderbolt 5 (USB‑C) hỗ trợ: Sạc, DisplayPort, Thunderbolt 5 (lên đến 120Gb/s), Thunderbolt 4 (lên đến 40Gb/s), USB 4 (lên đến 40Gb/s)",120Hz,,Hệ thống âm thanh sáu loa có độ trung thực cao với loa trầm khử lựcÂm thanh stereo rộngÂm Thanh Không Gian với khả năng theo dõi chuyển động đầu chủ động khi sử dụng AirPods (thế hệ thứ 3  trở lên),Bảo mật vân tay,Bàn phím Magic Keyboard có đèn nền,Touch ID,Camera 12MP Center Stage có hỗ trợ chế độ Desk ViewQuay video HD 1080pBộ xử lý tín hiệu hình ảnh tiên tiến với video điện toán,Dài: 22.12 cm x Cao: 1.55 cm x Rộng: 31.26 cm,1.60 kg,Wi‑Fi 6E (802.11ax),Bluetooth 5.3,Có,,,,,,,,
laptop-hp-gaming-victus-16-s0173ax-a9lg9pa,Hp Gaming Victus 16 S0173ax A9lg9pa,19.490.000đ,https://cellphones.com.vn/laptop-hp-gaming-victus-16-s0173ax-a9lg9pa.html,NVIDIA GeForce RTXTM 3050 (6 GB GDDR6),16GB,DDR5-5600 MHz,2 khe (8GB + 8GB),512 GB PCIe Gen4 NVMeTM M.2 SSD,16.1 inches,Độ phủ màu 45% NTSCĐộ sáng 250 nitsMàn hình chống chói,"4-cell, 70 Wh Li-ion polymer",Windows 11 Home Single Language,1920 x 1080 pixels (FullHD),"AMD Ryzen 5 7640HS (up to 5.0 GHz max boost clock,16 MB L3 cache, 6 lõi,12 luồng)","1x USB Type-A (HP Sleep and Charge)1x USB Type-C (Sac, DisplayPortTM 1.4a, HP Sleep and Charge)2x USB Type-A1x HDMI 2.11x RJ-451x Bộ chuyển đổi điện xoay chiều thông minh1x Cổng kết hợp tai nghe/micrô",144 Hz,Tấm nền IPS,Công nghệ âm thanh của B&OLoa képHP Audio Boost,"Viền màn hình siêu mỏng, Wi-Fi 6",Đèn nền RGB 1 vùng,Hỗ trợ Trusted Platform Module (Phần mềm điều khiển TPM),"Camera HP True Vision 1080p FHD, màn trập camera",36.9 x 25.94 x 2.29 cm (mặt trước)36.9 x 25.94 x 2.39 cm (mặt sau),2.31 kg,MediaTek Wi-Fi 6E MT7922 (2x2),Bluetooth 5.3,,Vỏ nhựa,Nhựa,Nhựa,,,,,
laptop-hp-victus-15-fb3116ax-bx8u4pa,Hp Victus 15 Fb3116ax Bx8u4pa,22.490.000đ,https://cellphones.com.vn/laptop-hp-victus-15-fb3116ax-bx8u4pa.html,NVIDIA GeForce RTX 3050 6GB GDDR6,16GB,DDR5-5600 MT/s,2 khe (1 x 16GB),512 GB PCIe Gen4 NVMe M.2 SSD,15.6 inches,Màn hình chống chóiĐộ sáng 300 nitsĐộ phủ màu 62.5% sRGB,"3-cell, 52.5 Wh Li-ion polymer",Windows 11 Home Single Language,1920 x 1080 pixels (FullHD),"AMD Ryzen 7 7445HS (up to 4.7 GHz max boost clock, 16 MB L3 cache, 6 lõi, 12 luồng)","1x USB Type-A 5Gbps (HP Sleep and Charge)1x USB Type-A 5Gbps1x AC smart pin1x HDMI 2.11x combo tai nghe/micrô1x RJ-451x USB Type-C 5Gbps (DisplayPort 1.4a, HP Sleep and Charge)",144 Hz,Tấm nền IPS,DTS:X UltraDual speakersHP Audio Boost,"Viền màn hình siêu mỏng, Wi-Fi 6","Bàn phím kích thước đầy đủ, có đèn nền RGB 1 vùng, màu xám đá mặt trăng với bàn phím số",Màn trập riêng tư của camera; Hỗ trợ Mô-đun nền tảng đáng tin cậy (Phần mềm TPM),Camera HP Wide Vision 720p HD có chức năng giảm nhiễu tạm thời và micrô kỹ thuật số mảng kép tích hợp,35.79 x 25.5 x 2.35 cm (Dài x Rộng x Dày),2.29 kg,Realtek Wi-Fi 6 (2x2),Bluetooth	v5.4,Không,Vỏ nhựa,Nhựa,Nhựa,Nhựa,,,,
